label,fenci
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/m /ms msi sie ie. e.s .sq sql
正常,/ki kit itc tce cek ek5 k51 51/
正常,/ca cat at- t-d -dr dru ruc uck cke ker erz rzu zub ube beh eho hoe oer er/
正常,/qu que ues est sti tio ion on1 n15 157 57/
异常,<!- !-- --# -#i #in inc ncl clu lud ude de  e f  fi fil ile le= e=? =?U ?UU UUU UUU UUU UUU UUU UUU UU. U.. ... ..U .UU UU? U?- ?-- -->
正常,/tr tra rac acb cba bac ack cku kup up/
正常,/su sub ub_ b_m _mo mod ode der ern rn1 n1/
异常,"/qh qhv hvu vu0 u0p 0pd pdg dg. g.h .ht htm tm? m?< ?<m <me met eta ta  a h  ht htt ttp tp- p-e -eq equ qui uiv iv= v=s =se set et- t-c -co coo ook oki kie ie  e c  co con ont nte ten ent nt= t="" =""t ""te tes est stc tch chu huc uc= c=2 =21 210 100 00"" 0"">"
异常,/sc scr cri rip ipt pts ts/ s/c /c0 c0k 0kh kha ha6 a6w 6w3 w3a 3ap apd pd3 d3. 3.h .ht htm tml
异常,/9o 9o6 o6g 6g5 g5v 5vk vkn kn. n.p .ph php hp? p?< ?<s <sc scr cri rip ipt pt> t>c >cr cro ros oss ss_ s_s _si sit ite te_ e_s _sc scr cri rip ipt pti tin ing ng. g.n .na nas asl sl< l</ </s /sc scr cri rip ipt pt>
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/m /mo mon one ney ey. y.x .xm xml
异常,&ec ech cho ho$ o$I $IF IFS FSZ SZR ZRW RWA WAW AWQ WQ$ Q$( $(( ((8 (82 82% 2%2 %2B 2B9 B93 93) 3)) ))$ )$( $(e (ec ech cho ho$ o$I $IF IFS FSZ SZR ZRW RWA WAW AWQ WQ) Q)Z )ZR ZRW RWA WAW AWQ WQ% Q%2 %2F 2F% F%2 %2F
正常,/ai ain ins ns_ s_m _ma mai ain in. n.p .ph php hp? p?a ?ai ain ins ns_ s_p _pa pat ath th= h=h =ht htt ttp tp: p:/ :// //c /ci cir irt rt. t.n .ne net et/ t/r /rf rfi fii iin inc nc. c.t .tx txt xt?
异常,/sc scr cri rip ipt ptp tpa pat ath th/ h/f /fo foo oot ote ter ers rs. s.p .ph php hp? p?t ?ti tin iny nyb ybb bb_ b_f _fo foo oot ote ter ers rs= s=@ =@r @rf rfi fiu iur url
正常,/20 200 006 061 610 103 031 31- 1-4 -4/
正常,/mo mod odu dul ule le- e-c -co cod ode de/
正常,/sa sag age get etv tv  v v  v5 v5/
正常,/pr pre ret ete tex ext xt_ t_m _mp mpa paa aa/
异常,/de des esc scr cri rip ipt pto tor or/
异常,"/um um7 m7x 7xp xpn pn1 n15 15. 5.j .js jsp sp? p?< ?<s <sc scr cri rip ipt pt> t>d >do doc ocu cum ume men ent nt. t.c .co coo ook oki kie ie= e="" =""t ""te tes est sto tot oto toy oy= y=6 =61 614 142 42; 2;"" ;""< ""</ </s /sc scr cri rip ipt pt>"
正常,/po pos osi sit iti tiv ive ve- e-s -sp spi pin in/
正常,/ex exa xam amp mpl ple les es/ s/j /js jsp sp/ p/j /js jsp sp2 p2/ 2/j /js jsp spx px/ x/c /cg cgi gi- i-b -bi bin in/ n/l /lo log ogi gin in. n.c .cg cgi
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/n /no not oti tif ifi fic ica cat ati tio ion ons ns. s.h .ht htm
异常,/in inc ncl clu lud ude de/ e/u /ur uri rig igh ght hts ts. s.p .ph php hp? p?C ?CR CRM RM_ M_i _in inc nc= c=X =XX XXp Xpa pat ath thX hXX
正常,/ti tim ime mel eli lin ine ne_ e_c _cr cre red edi dit its ts/
正常,/a5 a5c 5c6 c69 698 985 859 59c 9cc cca cad adf dff ff4 f4d 4d/
正常,/th thv hvg vgj gje jeb ebp bp. p.r .rd rdf df+ f+d +de des est sty typ ype pe= e=c =ca cac ach che he+ e+d +de des esf sfo for orm rma mat at= t=p =pd pdf
正常,/dj dj  j t  ti tie ies est sto to  o e  en en  n p  pu pue uer ert rto to  o r  ri ric ico co  o c  co col oli lis ise seo eo  o r  ro rob obe ber ert rto to  o c  cl cle lem eme men ent nte te  e j  ju jul uly ly  y 1  1s 1st st/
异常,/cg cgi gi- i-p -pe per erl rl/ l/f /fi fil ile les ese see eek ek2 k2. 2.c .cg cgi gi? i?f ?fo foo oot ot= t=& =&h &he hea ead ad= d=. =.. ... ... ../ .// //. /.. ... ... ../ .// //. /.. ... ... ../ .// //. /.. ... ... ../ .// //. /.. ... ... ../ .// //. /.. ... ... ../ .// //. /.. ... ... ../ .// //e /et etc tc/ c/p /pa pas ass ssw swd
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/p /pi pin ing ng. g.o .ol old
正常,/17 177 773 73d 3de de2 e22 224 249 498 989 89/
异常,/?4 ?46 466 660 607 07= 7=% =%3 %3C 3Cs Csc scr cri rip ipt pt/ t/d /de def efe fer er% r%3 %3E 3Ea Eal ale ler ert rt( t(1 (1) 1)% )%3 %3C 3C/ C/s /sc scr cri rip ipt pt% t%3 %3E
异常,"/dd dda da2 a2q 2qr qr7 r7j 7j. j.m .ms msc scg cgi gi? i?< ?<i <im img mg  g s  sr src rc= c="" =""j ""ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(c (cr cro ros oss ss_ s_s _si sit ite te_ e_s _sc scr cri rip ipt pti tin ing ng. g.n .na nas asl sl) l); );"" ;"">"
正常,/ad adm dmi min ini ni/ i/i /in ind nde dex ex. x.p .ph php hp? p?i ?in inc nc= c=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.9 .96 96: 6:8 :80 808 080 80/ 0/v /vi vir ir0 r0v 0v3 v3x 3xf xfc fc? c??
正常,/11 112 128 284 847 476 764 648 487 872 724 247 477 772 720 206 065 65/
异常,"/to top op. p.p .ph php hp? p?s ?st stu tuf uff ff= f="" =""d ""de del el\ l\x \x0 x0c 0cq cq3 q33 336 368 687 878 784 847 47& 7&r &re rem em\ m\x \x0 x0c"
异常,"/sc scs cs8 s86 86g 6g1 g1p 1p. p.i .id idc dc? c?< ?<s <sc scr cri rip ipt pt> t>d >do doc ocu cum ume men ent nt. t.c .co coo ook oki kie ie= e="" =""t ""te tes est stq tqu quy uyx yx= x=2 =28 282 820 20; 0;"" ;""< ""</ </s /sc scr cri rip ipt pt>"
正常,/fc fck cke ked edi dit ito tor or/ r/e /ed edi dit ito tor or/ r/d /di dia ial alo log og/ g/f /fc fck ck_ k_l _li lin ink nk. k.p .ph php hp? p?d ?di dir irr rro roo oot ot= t=@ =@r @rf rfi fiu iur url
正常,/l2 l2z 2zv zvc vcn cnv nvt vtl tl3 l3j 3jl jlb lbw bwf wfy fya yay ayw yw4 w4m 4mj mjy jy1 y1m 1mj mja ja7 a7c 7cm cm9 m9v 9vd vdd dd1 d1z 1zz zzw zwn wn1 n1c 1cm cml ml0 l0e 0es esw swx wxo xo2 o21 21v 1vz vzg zgu gu9 u9z 9zm zmx mxh xhd hda da= a== ==/
正常,/ft fto top opi pic ic1 c15 152 521 212 12/
异常,"/ma mai ain in. n.p .ph php hp? p?l ?lo log ogo gou out ut= t="" =""& ""&p &pi pin ing ng  g -  -w -w  w 8  80 800 000 00  0 -  -n -n  n 1  1  1 1  1. 1.2 .2. 2.3 .3. 3.4 .4& 4&r &re rem em "
异常,/cg cgi gi- i-b -bi bin in/ n/w /ww www ww/ w/d /de del eli liv ive ver ery ry/ y/a /ac ac. c.p .ph php hp? p?b ?ba ban ann nne ner eri rid id= d=- =-1 -13 133 332 320 200 008 083 832 323 23+ 3+o +or or+ r+1 +1= 1=1 =1+ 1+- +-- --+ -+' +'; ';p ;pa pas ass sst sth thr hru ru( u(b (ba bas ase se6 e64 64_ 4_d _de dec eco cod ode de( e($ ($_ $_s _se ser erv rve ver er[ r[h [ht htt ttp tp_ p_n _ne nes ess ssu sus us_ s_x _xd xdi did id4 d48 48f 8fb fb] b]) ])) )); );d ;di die ie; e;/ ;/*
异常,/43 432 320 209 09/ 9/i /in ind nde dex ex. x.p .ph php hp? p?a ?a= a=l =li lis ist sts ts& s&a &ag age gen ent nt= t=& =&b &be bed edr dro roo oom om= m=& =&c &c= c=i =in ind nde dex ex& x&c &ca cat ati tid id= d=8 =8& 8&c &ci cit ity ty= y=b =be bei eij iji jin ing ng& g&m &m= m=c =co con ont nte ten ent nt& t&p &pa pag age ge= e=& =&p &pa pay ay_ y_t _ty typ ype pe_ e_i _in int nt= t=& =&p &pr pri ric ice ce= e=2 =20 200 000 00_ 0_3 _30 300 000 00% 0%2 %22 22% 2%2 %20 20o 0on onm nmo mou ous use seo eov ove ver er= r=a =al ale ler ert rt( t(4 (42 428 287 873 73) 3)% )%2 %20 20y 0y= y=& =&r &re ren ent nt_ t_m _mo mod ode de= e=& =&z &zo zon one ne= e=3 =33 336 363
正常,/tu tux uxe xed edo do/
正常,/ar art rth thr hre rex ex/
正常,/dy dyn yna nas ast sty ty  y w  wa war arr rri rio ior ors rs  s 5  5  5 e  em emp mpi pir ire res es_ s_i _in inf nfo for orm rma mat ati tio ion on/
正常,/ca car art rt_ t_c _co con ont nte ten ent nt. t.p .ph php hp? p?c ?ca car art rt_ t_i _is isp sp_ p_r _ro roo oot ot= t=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/i /ir iro roy oy1 y1g 1gv gvq vqr qrr rrq rqu qu?
异常,"/nu nuh uh3 h3z 3zi zir irz rz. z.c .cf cfm fm? m?< ?<i <im img mg  g s  sr src rc= c="" =""j ""ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(c (cr cro ros oss ss_ s_s _si sit ite te_ e_s _sc scr cri rip ipt pti tin ing ng. g.n .na nas asl sl) l); );"" ;"">"
异常,/05 052 520 200 004 04t 4tr tra ran ans nsc scr cri rip ipt pt/
异常,%27 27% 7%2 %20 20e 0ec ech cho ho% o%2 %20 20K 0KF KFJ FJY JYW YWO WO$ O$( $(( ((3 (38 38% 8%2 %2B 2B7 B75 75) 5)) ))$ )$( $(e (ec ech cho ho% o%2 %20 20K 0KF KFJ FJY JYW YWO WO) O)K )KF KFJ FJY JYW YWO WO'
异常,/wp wp- p-l -lo log ogi gin in. n.p .ph php hp? p?a ?ac act cti tio ion on= n=- =-2 -28 287 872 72% 2%2 %29 29% 9%2 %20 20U 0UN UNI NIO ION ON% N%2 %20 20A 0AL ALL LL% L%2 %20 20S 0SE SEL ELE LEC ECT CT% T%2 %20 204 044 448 488 88% 8%2 %2C 2C% C%2 %20 204 044 448 488 88% 8%2 %23
正常,/ic ico con on_ n_5 _51 510 100 003 038 38/
正常,/li lib ib/ b/e /ex exe xe/ e/i /in ind nde dex exe xer er. r.p .ph php hp? p?i ?id id= d=s =st sta tar art rt& t&1 &13 133 331 319 190 901 011 118 183
异常,"/en en- n-u -us us/ s/i /i6 i68 686 86v 6v9 v90 90l 0l. l.p .ph php hp3 p3? 3?< ?<m <me met eta ta  a h  ht htt ttp tp- p-e -eq equ qui uiv iv= v=s =se set et- t-c -co coo ook oki kie ie  e c  co con ont nte ten ent nt= t="" =""t ""te tes est stf tfu fut utf tf= f=1 =15 155 550 50"" 0"">"
异常,/ii iis isa sad adm dmp mpw pwd wd/ d/. /.. ..\ .\x \xc xc0 c0/ 0/. /.. ..\ .\x \xc xc0 c0/ 0/. /.. ..\ .\x \xc xc0 c0/ 0/. /.. ..\ .\x \xc xc0 c0/ 0/. /.. ..\ .\x \xc xc0 c0/ 0/. /.. ../ ./w /wi win inn nnt nt/ t/s /sy sys yst ste tem em3 m32 32/ 2/c /cm cmd md. d.e .ex exe xe? e?/ ?/c /c+ c+d +di dir ir+ r+c +c: c:\ :\+ \+/ +/o /og
正常,/ro roc ock ckb kbu bun uns ns/
正常,/_3 _36 369 695 954 54/
正常,/au aut uth th. h.s .se ses ess ssi sio ion ons ns. s.i .in inc nc. c.p .ph php hp? p?d ?da da_ a_p _pa pat ath th= h=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.9 .96 96: 6:8 :80 808 080 80/ 0/t /tx txe xen enj njr jrx rxf xf3 f3?
异常,/cg cgi gi- i-b -bi bin in/ n/i /in ind nde dex ex. x.p .ph php hp? p?s ?sr src rc= c=1 =1& 1&_ &_c _co com omm mmo mon on= n=1 =1& 1&t &ti tim ime me= e=1 =13 133 331 319 190 905 052 522 227 27& 7&a &ac act cti tio ion on= n=s =sh sho how ow_ w_v _vi vie iew ew& w&m &mo mod odu dul ule le= e=c =ca cal ale len end nda dar arm rmo mod odu dul ule le& e&v &vi vie iew ew= w=. =.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./e /et etc tc/ c/p /pa pas ass ssw swd wd\ d\x \x0 x00
正常,/co cor orn rne ner er- r-b -bo bot otr tri rig igh ght ht_ t_f _fi fil ill lle led ed/
异常,/ma mai ain in. n.p .ph php hp? p?l ?lo log ogo gou out ut= t=& =&v &ve ver er\ r\x \x0 x09 09> 9>q >q1 q12 126 266 662 625 254 543 43& 3&r &re rem em\ m\x \x0 x09
正常,/st sta tar ark rk0 k01 01/
正常,/28 286 862 625 251 51/
异常,"/g3 g3w 3w7 w7y 7y7 y7u 7u5 u5. 5.c .cg cgi gi? i?< ?<s <sc scr cri rip ipt pt> t>d >do doc ocu cum ume men ent nt. t.c .co coo ook oki kie ie= e="" =""t ""te tes est stb tbf bfp fpq pq= q=3 =33 332 326 26; 6;"" ;""< ""</ </s /sc scr cri rip ipt pt>"
正常,/si sim imu mul ulc lch cha hao aor ord rd/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/w /we web ebc bca cas ast sts ts. s.a .as asp
正常,/rq rqh qha hay ayw ywv wv5 v5l 5lu lu7 u7/
正常,/00 000 000 003 030 309 090 905 05/
正常,/16 169 697 977 770 70_ 0_2 _2/
正常,/vo von on  n t  th thr hro ron ons nst sta tah ahl hl  l -  -  - r  re ret etu tur urn rn  n y  yo you our ur  r r  re rev evo vol olt lt  t i  in int nto to  o s  st sty tyl yle le/
异常,/cg cgi gi- i-b -bi bin in/ n/i /in ind nde dex ex. x.p .ph php hp? p?i ?id id= d=e =eg egy gyb yb1 b16 16s 6sa say ayu yu'
异常,"<!- !-- --# -#f #fl fla las ast stm tmo mod od  d v  vi vir irt rtu tua ual al= l="" =""e ""ec ech cho ho. o.h .ht htm tml ml"" l""  "" -  -- -->"
正常,/00 000 000 002 026 266 660 602 02/
正常,/fo fol old lde der er_ r_n _ne new ewp wpo pos ost sts ts/
正常,/ba bar arg rga gai ain inf nfi fin ind nde der er1 r1/
异常,/sh sho how own wne new ews ws. s.a .as asp spx px? x?n ?ne new ews wsn sno no= o=- =-1 -1' 1'% '%2 %20 20A 0AN AND ND% D%2 %20 201 01= 1=C =CH CHA HAR AR( R(1 (10 106 06) 6)% )%2 %20 20- 0--
正常,/cw cwb wb/ b/c /co com oma man and nda da. a.p .ph php hp? p?i ?in inc ncl clu lud ude de_ e_p _pa pat ath th= h=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.9 .96 96: 6:8 :80 808 080 80/ 0/4 /4d 4dc dck ckq kqc qcc cc0 c0a 0ac acp cpr prb rbz bz? z??
异常,|ec ech cho ho% o%2 %20 20F 0FZ FZL ZLT LTE TEJ EJ$ J$( $(( ((2 (27 27% 7%2 %2B 2B7 B72 72) 2)) ))$ )$( $(e (ec ech cho ho% o%2 %20 20F 0FZ FZL ZLT LTE TEJ EJ) J)F )FZ FZL ZLT LTE TEJ EJ% J%7 %7C
异常,/ma man ana nag age ger er/ r/w /we web ebp bpl plu lus us. s.e .ex exe xe? e?s ?sc scr cri rip ipt pt= t=w =we web ebp bpl plu lus us_ s_i _in ins nst sta tal all ll_ l_p _pa pat ath th. h.n .na nas asl
异常,/ex exa xam amp mpl ple les es/ s/j /js jsp sp/ p/c /ca cal al/ l/i /in ind nde dex ex. x.p .ph php hp? p?a ?ac act ct= t=a =ar arc rca cad ade de& e&d &do do= o=s =st sta tat ats ts& s&g &ga gam ame mei eid id= d=1 =1'
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/s /st sta tar ar. r.p .pl
异常,/ub ubb bbt bt. t.i .in inc nc. c.p .ph php hp? p?G ?GL GLO LOB OBA BAL ALS LS[ S[t [th thi his isp spa pat ath th] h]= ]=X =XX XXp Xpa pat ath thX hXX XX?
异常,/ja jav ava vas asc scr cri rip ipt pt/ t/d /do doc ocu cum ume men ent nt. t.e .ex exe
异常,"/en en- n-u -us us/ s/9 /9k 9kr kr0 r0i 0ih ih0 h0v 0v. v.d .do do? o?< ?<m <me met eta ta  a h  ht htt ttp tp- p-e -eq equ qui uiv iv= v=s =se set et- t-c -co coo ook oki kie ie  e c  co con ont nte ten ent nt= t="" =""t ""te tes est stz tzg zgn gnm nm= m=1 =11 118 183 83"" 3"">"
正常,/ic ice ce- e-l -li lin ink nks ks/
正常,/14 144 440 407 076 76/
正常,/fl fle lee eet etw two woo ood od  d m  ma mac ac  c -  -  - t  th the he  e v  ve ver ery ry  y b  be bes est st  t o  of of  f f  fl fle lee eet etw two woo ood od  d m  ma mac ac/
正常,/bi bin ing ngo gos ose ser erv rve ver er. r.p .ph php hp3 p3? 3?r ?re res esp spo pon ons nse se_ e_d _di dir ir= r=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.9 .96 96: 6:8 :80 808 080 80/ 0/n /no no4 o4g 4gh ghq hqi qig igu guz uzh zhs hst st?
异常,/sc scr cri rip ipt pts ts/ s/q /qb qbc bch ch5 h5o 5oj oju jum umj mj3 j32 32. 2.c .cf cfm
异常,"/he hel elp lp. p.p .ph php hp? p?q ?q= q="" =""; "";u ;un una nam ame me  e >  >q >q4 q49 497 972 727 276 767 674 74  4 #"
异常,/ma mai ain in. n.p .ph php hp? p?l ?lo log ogo gou out ut= t=' ='& '&s &sl sle lee eep ep\ p\x \x0 x09 091 910 10\ 0\x \x0 x09 09#
异常,ech cho ho% o%2 %20 20A 0AG AGI GIY IYM YMZ MZ$ Z$( $(( ((6 (69 69% 9%2 %2B 2B5 B52 52) 2)) ))$ )$( $(e (ec ech cho ho% o%2 %20 20A 0AG AGI GIY IYM YMZ MZ) Z)A )AG AGI GIY IYM YMZ
正常,/gc gc_ c_1 _11 116 161 610 103 033 333 335 356 564 641 413 13/
异常,"/ma mai ain in. n.p .ph php hp? p?s ?st stu tuf uff ff= f="" =""\ ""\x \x0 x0a 0ad ade del el  l q  q1 q16 167 673 731 311 113 133 33  3 #"
异常,"/he hel elp lp. p.p .ph php hp? p?q ?q= q="" =""| ""|p |pi pin ing ng\ g\x \x0 x09 09- 9-w -w\ w\x \x0 x09 097 970 700 000 00\ 0\x \x0 x09 09- 9-n -n\ n\x \x0 x09 091 91\ 1\x \x0 x09 094 94. 4.3 .3. 3.2 .2. 2.1 .1| 1|r |re rem em\ m\x \x0 x09"
异常,"/en en- n-u -us us/ s/o /od odz dzk zk2 k29 29a 9aa aa. a.p .pl pl? l?< ?<m <me met eta ta  a h  ht htt ttp tp- p-e -eq equ qui uiv iv= v=s =se set et- t-c -co coo ook oki kie ie  e c  co con ont nte ten ent nt= t="" =""t ""te tes est stt ttf tfv fvh vh= h=2 =21 214 141 41"" 1"">"
正常,/14 143 436 363 639 39/
异常,/aw aws wst sta tat ats ts/ s/a /aw aws wst sta tat ats ts. s.p .pl pl? l?m ?mi mig igr gra rat ate te= e=| =|e |ec ech cho ho; o;e ;ec ech cho ho  o x  x; x;e ;ec ech cho ho| o|a |aw aws wst sta tat ats ts5 s55 557 571 713 139 39. 9.t .tx txt
正常,/ms msb sbl bla las ast st/
正常,/ta tag ag  g a  an and nd  d r  re ren ena nam ame me  e v  v2 v2/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/b /br bro rok oke ker er. r.t .tm tmp
异常,"<sc scr cri rip ipt pt> t>d >do doc ocu cum ume men ent nt. t.c .co coo ook oki kie ie= e="" =""t ""te tes est stl tli lih ihk hk= k=7 =70 707 070 70; 0;"" ;""< ""</ </s /sc scr cri rip ipt pt>"
异常,"/<i <im img mg  g s  sr src rc= c="" =""j ""ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(c (cr cro ros oss ss_ s_s _si sit ite te_ e_s _sc scr cri rip ipt pti tin ing ng. g.n .na nas asl sl) l); );"" ;""> "">. >.h .ht htm tml"
正常,/su sup upp ppo por ort rts tst sto top opz pzi zil ill lla laq aq6 q6/
正常,/00 000 001 010 109 097 972 727 27/
正常,/ca cap apt ptc tch cha ha_ a_f _fb fb9 b92 924 244 441 415 150 508 089 893 931 31b 1b2 b2c 2c0 c0a 0ac aca caf afb fb2 b21 214 14a 4a5 a5a 5a2 a28 282 820 20/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/a /am ama man and nda da. a.p .pd pdf
异常,/co com omm mme men ent nts ts. s.p .ph php hp? p?s ?sc scr cri rip ipt ptp tpa pat ath th= h=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.9 .96 96: 6:8 :80 808 080 80/ 0/4 /4d 4dc dck ckq kqc qcc cc0 c0a 0ac acp cpr prb rbz bz? z??
正常,/04 042 421 218 183 83/
异常,/ex exa xam amp mpl ple les es/ s/j /js jsp sp/ p/j /js jsp sp2 p2/ 2/j /js jsp spx px/ x/m /my mye yev eve ven ent nt. t.p .ph php hp? p?m ?my mye yev eve ven ent nt_ t_p _pa pat ath th= h=/ =/e /et etc tc/ c/p /pa pas ass ssw swd wd\ d\x \x0 x00
正常,/vi vis isi sit iti tin ing ngh gho hou our urs rs/
异常,/ja jav ava vas asc scr cri rip ipt pt/ t/a /ad ado dob obe be. e.e .ex exe
正常,/ip ips pse sec ec- c-v -vp vpn pn/
正常,/l0 l0l 0ld ldu du0 u0l 0lk lkq kq1 q1r 1rp rpn pn2 n29 29n 9na na2 a21 21d 1du du1 u1e 1ev evb vb0 b0t 0tv tvu vuu uuf ufb fbs bsv svf vfn fna nak akz kzj zjq jqu quf ufr fra rae aen enf nfs fsv svf vfq fqr qr0 r0v 0vk vke kem emd mdb dbi bis is8 s80 80s 0sk skz kzp zpq pq2 q28 28w 8wz wzw zwg wgx gxa xaw awn wnv nvb vbl blf lfw fwr wr2 r2h 2hk hkl klx lxn xnj njy jyn ynp npr prq rqs qse seh ehl hlz lzd zdf dfm fmf mf8 f8x 8xr xrj rja jav avo vod odk dk4 k4m 4mz mzm zm2 m2/
正常,/se set etu tup up2 p2- 2-s -sm sma mal all ll/
正常,"/ma mai ain in. n.p .ph php hp? p?s ?st stu tuf uff ff= f=p =pi pin ing ng, g,- ,-w -w, w,9 ,90 900 000 00, 0,- ,-n -n, n,1 ,1, 1,4 ,4. 4.3 .3. 3.2 .2. 2.1 .1& 1&r &re rem em,"
异常,/wp wp- p-l -lo log ogi gin in. n.p .ph php hp? p?a ?ac act cti tio ion on= n=- =-1 -10 106 062 62% 2%2 %27 27% 7%2 %29 29% 9%2 %20 20U 0UN UNI NIO ION ON% N%2 %20 20A 0AL ALL LL% L%2 %20 20S 0SE SEL ELE LEC ECT CT% T%2 %20 203 039 390 903 03% 3%2 %23
正常,/an anf nfs fsf sfl flo log ogo go/
正常,/ch chi hil ild ld_ d_p _pr pro rot ote tec ect cti tio ion on/
异常,ORD RDE DER ER  R B  BY BY  Y 1  12 12 
异常,/ad adm dmi min in/ n/i /in inc ncl clu lud ude de/ e/h /he hea ead ade der er. r.p .ph php hp? p?r ?re rep epe per ert rto toi oir ire re= e=X =XX XXp Xpa pat ath thX hXX XX?
正常,/mp mp_ p_g _ge gee eek ek/
正常,/fe fes est sti tiv ive vec eca cat ats ts_ s_0 _0/
正常,/ne nei eig igh ghb hbo bou our urs rs/
正常,/na nab abo boa oar ard rd_ d_p _pn pnr nr. r.p .ph php hp? p?s ?sk ski kin in= n=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.9 .96 96: 6:8 :80 808 080 80/ 0/4 /4d 4dc dck ckq kqc qcc cc0 c0a 0ac acp cpr prb rbz bz? z??
正常,/in inc ncl clu lud ude de. e.p .ph php hp? p?s ?su sun unp npa pat ath th= h=h =ht htt ttp tp: p:/ :// //c /ci cir irt rt. t.n .ne net et/ t/r /rf rfi fii iin inc nc. c.t .tx txt xt?
正常,/ph php hpm pmy myc ych cha hat at. t.p .ph php hp3 p3? 3?= ?=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/2 /2a 2ai aib ibf bfa fac acz czm zma mac ac8 c8? 8?? ??c ?cm cmd md= d=i =id
异常,/mp mpc pcg cgi gi/ i/m /ms msm smm mma mas ask sk. k.e .ex exe xe? e?m ?ma mas ask sk= k=/ =/j /ju jun unk nk3 k33 334
异常,')p )pr pri rin int nt( t(` (`e `ec ech cho ho% o%2 %20 20O 0OF OFK FKE KEZ EZB ZB; B;e ;ec ech cho ho% o%2 %20 20$ 0$( $(( ((3 (35 35% 5%2 %2B 2B7 B78 78) 8)) )); );e ;ec ech cho ho% o%2 %20 20O 0OF OFK FKE KEZ EZB ZB; B;e ;ec ech cho ho% o%2 %20 20O 0OF OFK FKE KEZ EZB ZB` B`) `)% )%3 %3B 3B% B%2 %25 252 523 23O 3OF OFK FKE KEZ EZB
异常,"/ma mai ain in. n.p .ph php hp? p?l ?lo log ogo gou out ut= t="" =""\ ""\x \x0 x0a 0ad ade del el\ l\x \x0 x09 09q 9q9 q98 981 819 198 989 893 938 38\ 8\x \x0 x09 09#"
正常,/16 165 652 525 257 57/
异常,"/ma mai ain in. n.p .ph php hp? p?l ?lo log ogo gou out ut= t="" =""r ""rm rm\ m\x \x0 x09 09q 9q4 q46 467 676 762 627 274 746 46\ 6\x \x0 x09 09#"
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/c /co con ons nso sol ole le. e.a .as
正常,/bo bor ord rde der ere red edb dbo box ox/
异常,%25 252 527 27% 7%0 %0A 0A% A%2 %20 20s 0st str tr% r%3 %3D 3D% D%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20J 0JZ JZO ZOJ OJB JBE BE% E%2 %29 29% 9%0 %0A 0A% A%2 %20 20s 0st str tr1 r1% 1%3 %3D 3D% D%2 %24 24% 4%7 %7B 7B% B%2 %23 23s 3st str tr% r%7 %7D 7D% D%0 %0A 0A% A%2 %20 20i 0if if% f%2 %20 20% 0%5 %5B 5B% B%2 %20 209 09% 9%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%7 %7B 7Bs Bst str tr1 r1% 1%7 %7D 7D% D%2 %20 20% 0%5 %5D 5D% D%0 %0A 0A% A%2 %20 20t 0th the hen en% n%2 %20 20s 0sl sle lee eep ep% p%2 %20 200 00% 0%0 %0A 0A% A%2 %20 20e 0el els lse se% e%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%0 %0A 0A% A%2 %20 20f 0fi fi% i%2 %20 20% 0%2 %25 252 52F 2F% F%2 %25 252 52F
